amount,article,points,vehicleClass,CASE_ID
32.8,157,0,A,N35794
32.8,157,0,A,N35795
32.8,157,0,A,N35796
32.8,157,0,A,N35799
32.8,157,0,A,N35801
32.8,157,0,A,N35802
32.8,157,0,A,N35803
32.8,157,0,A,N35804
32.8,157,0,A,N35806
32.8,157,0,A,N35807
32.8,157,0,A,N35809
32.8,157,0,A,N35810
32.8,157,0,A,N35811
32.8,157,0,A,N35812
32.8,157,0,A,N35813
32.8,157,0,A,N35814
32.8,157,0,A,N35816
32.8,157,0,A,N35817
32.8,157,0,A,N35819
32.8,157,0,A,N35820
19.68,7,0,A,N35824
19.68,7,0,A,N35825
19.68,7,0,A,N35826
32.8,157,0,A,N35827
32.8,157,0,A,N35828
32.8,157,0,A,N35829
32.8,157,0,A,N35831
32.8,157,0,A,N35832
19.68,7,0,A,N35835
19.68,7,0,A,N35836
19.68,7,0,A,N35839
19.68,7,0,A,N35841
19.68,7,0,A,N35842
19.68,7,0,A,N35843
32.8,157,0,A,N35844
32.8,157,0,A,N35845
32.8,157,0,A,N35847
32.8,157,0,A,N35852
19.68,7,0,A,N35853
19.68,7,0,A,N35854
32.8,157,0,A,N35856
32.8,157,0,A,N35857
32.8,157,0,A,N35858
32.8,157,0,A,N35860
32.8,157,0,A,N35861
32.8,157,0,A,N35862
32.8,157,0,A,N35863
32.8,157,0,A,N35867
32.8,157,0,A,N35869
32.8,157,0,A,N35870
32.8,157,0,A,N35871
32.8,157,0,A,N35873
32.8,157,0,A,N35874
32.8,157,0,A,N35875
32.8,157,0,A,N35876
32.8,157,0,A,N35877
32.8,157,0,A,N35878
32.8,157,0,A,N35879
32.8,157,0,A,N35880
32.8,157,0,A,N35881
32.8,157,0,A,N35882
32.8,157,0,A,N35883
32.8,157,0,A,N35884
32.8,157,0,A,N35886
19.68,7,0,A,N35890
19.68,7,0,A,N35891
19.68,7,0,A,N35893
32.8,157,0,A,N35895
32.8,157,0,A,N35896
32.8,157,0,A,N35897
32.8,157,0,A,N35899
32.8,157,0,A,N35901
32.8,157,0,A,N35903
32.8,157,0,A,N35906
32.8,157,0,A,N35907
32.8,157,0,A,N35909
32.8,157,0,A,N35911
32.8,157,0,A,N35913
32.8,157,0,A,N35916
32.8,157,0,A,N35917
32.8,157,0,A,N35918
32.8,157,0,A,N35920
32.8,157,0,A,N35922
32.8,157,0,A,N35923
32.8,157,0,A,N35924
32.8,157,0,A,N35925
32.8,157,0,A,N35926
32.8,157,0,A,N35930
32.8,157,0,A,N35932
32.8,157,0,A,N35933
32.8,157,0,A,N35934
32.8,157,0,A,N35935
32.8,157,0,A,N35936
32.8,157,0,A,N35937
32.8,157,0,A,N35939
32.8,157,0,A,N35940
32.8,157,0,A,N35941
19.68,7,0,A,N35943
32.8,157,0,A,N35944
32.8,157,0,A,N35945
32.8,157,0,A,N35946
32.8,157,0,A,N35947
32.8,157,0,A,N35949
32.8,157,0,A,N35950
32.8,157,0,A,N35951
32.8,157,0,A,N35952
32.8,157,0,A,N35953
32.8,157,0,A,N35954
32.8,157,0,A,N35956
32.8,157,0,A,N35958
32.8,157,0,A,N35960
32.8,157,0,A,N35963
32.8,157,0,A,N35964
32.8,157,0,A,N35965
32.8,157,0,A,N35966
32.8,158,0,A,N35967
19.68,7,0,A,N35968
19.68,7,0,A,N35969
19.68,7,0,A,N35973
32.8,157,0,A,N35975
32.8,157,0,A,N35976
32.8,157,0,A,N35977
32.8,157,0,A,N35979
32.8,157,0,A,N35984
32.8,158,0,A,N35986
32.8,157,0,A,N35987
32.8,157,0,A,N35989
32.8,157,0,A,N35991
32.8,157,0,A,N35992
32.8,157,0,A,N35994
32.8,157,0,A,N35995
19.68,7,0,A,N35997
19.68,7,0,A,N35998
19.68,7,0,A,N36000
32.8,157,0,A,N36002
32.8,157,0,A,N36003
32.8,157,0,A,N36004
32.8,157,0,A,N36006
32.8,157,0,A,N36007
32.8,157,0,A,N36009
32.8,157,0,A,N36010
32.8,157,0,A,N36011
32.8,157,0,A,N36012
32.8,157,0,A,N36013
32.8,157,0,A,N36014
19.68,7,0,A,N36017
32.8,157,0,A,N36019
19.68,7,0,A,N36022
19.68,7,0,A,N36024
19.68,7,0,A,N36025
32.8,157,0,A,N36026
32.8,157,0,A,N36027
32.8,157,0,A,N36028
32.8,157,0,A,N36029
32.8,157,0,A,N36030
32.8,157,0,A,N36031
32.8,157,0,A,N36033
32.8,157,0,A,N36036
32.8,157,0,A,N36039
32.8,157,0,A,N36041
65.6,158,0,A,N36042
32.8,157,0,A,N36044
19.68,7,0,A,N36047
32.8,157,0,A,N36049
32.8,157,0,A,N36053
32.8,157,0,A,N36054
32.8,157,0,A,N36055
32.8,157,0,A,N36056
32.8,157,0,A,N36057
32.8,157,0,A,N36058
32.8,157,0,A,N36059
32.8,157,0,A,N36060
32.8,157,0,A,N36063
32.8,157,0,A,N36064
32.8,157,0,A,N36065
19.68,7,0,A,N36069
65.6,158,0,A,N36072
32.8,157,0,A,N36075
32.8,157,0,A,N36076
32.8,157,0,A,N36077
32.8,157,0,A,N36080
32.8,157,0,A,N36083
32.8,157,0,A,N36084
32.8,157,0,A,N36085
32.8,157,0,A,N36086
32.8,157,0,A,N36090
32.8,157,0,A,N36091
32.8,157,0,A,N36093
32.8,157,0,A,N36094
32.8,157,0,A,N36095
32.8,157,0,A,N36099
32.8,157,0,A,N36100
32.8,157,0,A,N36102
32.8,157,0,A,N36103
19.68,7,0,A,N36104
32.8,157,0,A,N36106
32.8,157,0,A,N36109
32.8,157,0,A,N36110
32.8,157,0,A,N36111
32.8,157,0,A,N36113
32.8,7,0,A,N36115
32.8,157,0,A,N36116
32.8,157,0,A,N36117
19.68,7,0,A,N36118
32.8,157,0,A,N36122
32.8,157,0,A,N36123
32.8,157,0,A,N36125
19.68,7,0,A,N36127
19.68,7,0,A,N36128
19.68,7,0,A,N36129
32.8,157,0,A,N36130
32.8,157,0,A,N36134
32.8,157,0,A,N36139
32.8,157,0,A,N36140
32.8,157,0,A,N36141
19.68,7,0,A,N36146
32.8,157,0,A,N36148
32.8,157,0,A,N36149
32.0,157,0,A,N36152
32.0,157,0,A,N36154
32.0,157,0,A,N36155
32.0,157,0,A,N36158
32.0,157,0,A,N36159
32.0,157,0,A,N36160
32.0,157,0,A,N36161
32.0,157,0,A,N36162
32.0,157,0,A,N36163
32.0,157,0,A,N36165
32.0,157,0,A,N36166
32.0,157,0,A,N36168
32.0,157,0,A,N36170
32.0,157,0,A,N36171
32.0,7,0,A,N36172
32.0,157,0,A,N36173
32.0,157,0,A,N36174
32.0,157,0,A,N36178
32.0,157,0,A,N36180
32.0,157,0,A,N36183
19.0,7,0,A,N36185
19.0,7,0,A,N36186
32.0,157,0,A,N36189
32.0,157,0,A,N36192
32.0,157,0,A,N36193
32.0,157,0,A,N36195
32.0,157,0,A,N36196
32.0,157,0,A,N36197
32.0,157,0,A,N36198
32.0,157,0,A,N36200
32.0,157,0,A,N36201
32.0,157,0,A,N36204
32.0,157,0,A,N36206
32.0,157,0,A,N36207
32.0,157,0,A,N36208
32.0,157,0,A,N36209
32.0,157,0,A,N36210
32.0,157,0,A,N36211
32.0,157,0,A,N36212
32.0,157,0,A,N36214
32.0,157,0,A,N36215
32.0,157,0,A,N36217
32.0,157,0,A,N36218
32.0,157,0,A,N36220
32.0,157,0,A,N36221
32.0,157,0,A,N36224
19.0,7,0,A,N36226
32.0,157,0,A,N36227
32.0,157,0,A,N36228
32.0,157,0,A,N36229
32.0,157,0,A,N36230
32.0,157,0,A,N36231
32.0,157,0,A,N36232
32.0,157,0,A,N36235
32.0,157,0,A,N36239
32.0,157,0,A,N36240
32.0,157,0,A,N36242
32.0,157,0,A,N36244
32.0,157,0,A,N36247
32.0,157,0,A,N36248
32.0,157,0,A,N36249
32.0,157,0,A,N36250
32.8,157,0,A,N36252
32.8,157,0,A,N36253
32.8,157,0,A,N36254
32.8,157,0,A,N36255
32.8,157,0,A,N36256
32.8,157,0,A,N36259
32.8,157,0,A,N36264
32.8,157,0,A,N36267
32.8,157,0,A,N36268
32.8,157,0,A,N36269
32.8,157,0,A,N36275
32.8,157,0,A,N36278
32.8,157,0,A,N36279
32.8,157,0,A,N36280
32.8,157,0,A,N36281
32.8,157,0,A,N36282
32.8,157,0,A,N36284
32.8,157,0,A,N36285
32.8,157,0,A,N36286
32.8,157,0,A,N36287
32.8,157,0,A,N36288
19.68,7,0,A,N36290
19.68,7,0,A,N36291
19.68,7,0,A,N36292
32.8,157,0,A,N36293
32.8,157,0,A,N36294
19.68,7,0,A,N36300
32.8,157,0,A,N36301
32.8,157,0,A,N36302
32.8,157,0,A,N36303
32.8,157,0,A,N36304
32.8,157,0,A,N36305
32.8,157,0,A,N36306
32.8,157,0,A,N36310
19.68,7,0,A,N36311
32.8,158,0,A,N36313
32.8,157,0,A,N36316
32.8,157,0,A,N36318
32.8,157,0,A,N36320
32.8,157,0,A,N36321
32.8,157,0,A,N36322
19.68,7,0,A,N36324
19.68,7,0,A,N36325
32.8,157,0,A,N36326
32.8,157,0,A,N36328
32.8,157,0,A,N36332
32.8,157,0,A,N36333
32.8,157,0,A,N36334
32.8,157,0,A,N36336
32.8,157,0,A,N36337
32.8,157,0,A,N36338
32.8,157,0,A,N36340
32.8,157,0,A,N36341
32.8,157,0,A,N36344
32.8,157,0,A,N36345
32.8,157,0,A,N36346
32.8,157,0,A,N36349
32.8,157,0,A,N36350
32.8,157,0,A,N36353
32.8,157,0,A,N36356
32.8,157,0,A,N36358
19.68,7,0,A,N36360
19.68,7,0,A,N36361
32.8,157,0,A,N36365
32.8,157,0,A,N36366
32.8,157,0,A,N36367
32.8,157,0,A,N36368
19.68,7,0,A,N36370
19.68,7,0,A,N36371
32.8,157,0,A,N36373
32.8,157,0,A,N36374
32.8,157,0,A,N36375
32.8,157,0,A,N36376
32.8,158,0,A,N36377
32.8,157,0,A,N36379
32.8,157,0,A,N36381
19.68,7,0,A,N36382
19.68,7,0,A,N36383
19.68,7,0,A,N36384
32.8,157,0,A,N36385
32.8,157,0,A,N36388
32.8,157,0,A,N36389
32.8,157,0,A,N36390
32.8,157,0,A,N36394
32.8,157,0,A,N36395
32.8,157,0,A,N36397
32.8,157,0,A,N36398
32.8,157,0,A,N36399
32.8,157,0,A,N36400
32.8,157,0,A,N36408
32.8,157,0,A,N36409
32.8,157,0,A,N36410
32.8,157,0,A,N36411
32.8,157,0,A,N36412
32.8,157,0,A,N36413
32.8,157,0,A,N36414
32.8,157,0,A,N36416
32.8,157,0,A,N36418
32.8,157,0,A,N36420
32.8,157,0,A,N36422
32.8,157,0,A,N36424
32.8,157,0,A,N36425
32.8,157,0,A,N36426
32.8,157,0,A,N36428
19.68,7,0,A,N36429
19.68,7,0,A,N36433
19.68,7,0,A,N36434
19.68,7,0,A,N36437
19.68,7,0,A,N36438
32.8,157,0,A,N36439
32.8,157,0,A,N36444
32.8,157,0,A,N36445
32.8,157,0,A,N36447
32.8,157,0,A,N36448
32.8,157,0,A,N36451
32.8,157,0,A,N36452
32.8,157,0,A,N36453
32.8,157,0,A,N36456
32.8,157,0,A,N36457
65.6,158,0,A,N36461
19.68,7,0,A,N36463
19.68,7,0,A,N36464
19.68,7,0,A,N36465
19.68,7,0,A,N36466
19.68,7,0,A,N36468
32.8,157,0,A,N36472
32.8,157,0,A,N36477
19.68,7,0,A,N36478
65.6,158,0,A,N36479
19.68,7,0,A,N36487
32.8,157,0,A,N36489
19.68,7,0,A,N36501
32.8,157,0,A,N36503
32.8,158,0,A,N36505
32.8,157,0,A,N36507
19.68,7,0,A,N36508
32.8,157,0,A,N36509
32.8,157,0,A,N36511
32.8,157,0,A,N36512
32.8,157,0,A,N36513
32.8,157,0,A,N36514
32.8,157,0,A,N36517
32.8,157,0,A,N36518
19.68,7,0,A,N36519
19.68,7,0,A,N36520
32.8,157,0,A,N36522
32.8,157,0,A,N36523
32.8,157,0,A,N36525
32.8,157,0,A,N36526
32.8,157,0,A,N36527
32.8,157,0,A,N36528
19.68,7,0,A,N36529
19.68,7,0,A,N36530
32.8,157,0,A,N36531
32.8,157,0,A,N36532
32.8,157,0,A,N36533
32.8,157,0,A,N36534
32.8,157,0,A,N36535
32.8,157,0,A,N36536
32.8,157,0,A,N36538
32.8,157,0,A,N36539
32.8,157,0,A,N36540
32.8,157,0,A,N36544
32.8,157,0,A,N36545
32.8,157,0,A,N36546
32.8,157,0,A,N36549
32.8,157,0,A,N36550
32.8,157,0,A,N36554
32.8,157,0,A,N36555
32.8,157,0,A,N36558
32.8,157,0,A,N36559
32.8,157,0,A,N36561
32.8,157,0,A,N36562
32.8,157,0,A,N36563
32.8,157,0,A,N36567
32.8,157,0,A,N36568
32.8,157,0,A,N36571
32.8,157,0,A,N36573
32.8,157,0,A,N36575
32.8,157,0,A,N36576
32.8,157,0,A,N36577
32.8,158,0,A,N36580
32.8,157,0,A,N36582
32.8,157,0,A,N36583
32.8,157,0,A,N36584
32.8,157,0,A,N36590
32.8,157,0,A,N36594
32.8,157,0,A,N36595
32.8,157,0,A,N36596
19.68,7,0,A,N36597
19.68,7,0,A,N36598
19.68,7,0,A,N36599
32.8,157,0,A,N36600
32.8,157,0,A,N36602
19.68,7,0,A,N36603
32.8,157,0,A,N36604
32.8,157,0,A,N36607
32.8,157,0,A,N36615
19.68,7,0,A,N36616
19.68,7,0,A,N36617
32.8,157,0,A,N36618
32.8,157,0,A,N36621
32.8,157,0,A,N36622
32.8,157,0,A,N36623
32.8,157,0,A,N36624
32.8,157,0,A,N36625
32.8,157,0,A,N36630
19.68,7,0,A,N36632
19.68,7,0,A,N36633
19.68,7,0,A,N36636
19.68,7,0,A,N36637
19.68,7,0,A,N36638
32.8,157,0,A,N36639
32.8,157,0,A,N36643
19.68,7,0,A,N36644
32.8,157,0,A,N36649
32.8,157,0,A,N36652
32.8,157,0,A,N36655
32.8,157,0,A,N36656
32.8,157,0,A,N36657
32.8,157,0,A,N36658
19.68,7,0,A,N36659
19.68,7,0,A,N36660
19.68,7,0,A,N36661
19.68,7,0,A,N36662
19.68,7,0,A,N36663
32.8,157,0,A,N36666
32.8,157,0,A,N36667
32.8,157,0,A,N36668
19.68,7,0,A,N36669
32.8,157,0,A,N36670
32.8,157,0,A,N36675
32.8,157,0,A,N36676
32.8,157,0,A,N36678
32.8,157,0,A,N36681
32.8,157,0,A,N36682
32.8,157,0,A,N36683
32.8,157,0,A,N36684
19.68,7,0,A,N36686
32.8,157,0,A,N36689
19.68,7,0,A,N36691
32.8,158,0,A,N36694
19.68,7,0,A,N36695
32.8,157,0,A,N36698
32.8,157,0,A,N36703
19.68,7,0,A,N36704
32.8,157,0,A,N36706
32.8,157,0,A,N36707
32.8,157,0,A,N36708
19.68,7,0,A,N36709
32.8,157,0,A,N36710
32.8,157,0,A,N36712
19.68,7,0,A,N36713
32.8,157,0,A,N36715
19.68,7,0,A,N36720
32.8,157,0,A,N36727
32.8,157,0,A,N36728
32.8,157,0,A,N36729
32.8,157,0,A,N36730
32.8,157,0,A,N36734
19.68,7,0,A,N36735
32.8,157,0,A,N36736
32.8,157,0,A,N36737
32.8,157,0,A,N36738
32.8,157,0,A,N36740
19.68,7,0,A,N36741
32.8,157,0,A,N36743
19.68,7,0,A,N36744
32.8,157,0,A,N36745
32.8,157,0,A,N36747
19.68,7,0,A,N36748
19.68,7,0,A,N36749
32.8,157,0,A,N36750
32.8,157,0,A,N36751
19.68,7,0,A,N36754
32.8,157,0,A,N36756
32.8,157,0,A,N36760
32.8,157,0,A,N36763
32.8,157,0,A,N36766
32.8,157,0,A,N36767
32.8,157,0,A,N36768
32.8,157,0,A,N36770
32.8,157,0,A,N36771
32.8,157,0,A,N36772
32.8,157,0,A,N36774
32.8,157,0,A,N36776
32.8,157,0,A,N36778
32.8,157,0,A,N36779
32.8,157,0,A,N36780
32.8,157,0,A,N36781
32.8,157,0,A,N36782
32.8,157,0,A,N36784
32.8,157,0,A,N36785
32.8,157,0,A,N36786
32.8,157,0,A,N36788
32.8,157,0,A,N36789
32.8,157,0,A,N36790
32.8,157,0,A,N36791
32.8,157,0,A,N36792
32.8,157,0,A,N36793
32.8,157,0,A,N36794
32.8,157,0,A,N36797
32.8,157,0,A,N36798
32.8,157,0,A,N36799
32.8,157,0,A,N36800
32.8,157,0,A,N36801
32.8,157,0,A,N36803
32.8,157,0,A,N36804
19.68,7,0,A,N36808
32.8,157,0,A,N36809
32.8,157,0,A,N36812
32.8,157,0,A,N36814
32.8,157,0,A,N36815
32.8,157,0,A,N36820
32.8,157,0,A,N36821
32.8,157,0,A,N36822
32.8,157,0,A,N36823
19.68,7,0,A,N36824
32.8,157,0,A,N36825
32.8,157,0,A,N36827
32.8,157,0,A,N36828
32.8,157,0,A,N36829
32.8,157,0,A,N36830
32.8,157,0,A,N36834
32.8,157,0,A,N36836
19.68,7,0,A,N36838
32.8,157,0,A,N36841
32.8,157,0,A,N36845
32.8,157,0,A,N36847
32.8,157,0,A,N36848
32.8,157,0,A,N36849
32.8,157,0,A,N36850
32.8,157,0,A,N36851
32.8,157,0,A,N36852
32.8,157,0,A,N36853
32.8,157,0,A,N36854
32.8,157,0,A,N36856
32.8,157,0,A,N36858
32.8,157,0,A,N36863
32.8,157,0,A,N36864
19.68,7,0,A,N36868
19.68,7,0,A,N36869
19.68,7,0,A,N36872
32.8,157,0,A,N36876
32.8,157,0,A,N36878
32.8,157,0,A,N36879
32.8,157,0,A,N36880
32.8,157,0,A,N36881
32.8,157,0,A,N36883
32.8,157,0,A,N36884
32.8,157,0,A,N36885
32.8,157,0,A,N36888
32.8,157,0,A,N36889
19.68,7,0,A,N36893
19.68,7,0,A,N36894
19.68,7,0,A,N36895
19.68,7,0,A,N36896
19.68,7,0,A,N36897
32.8,157,0,A,N36899
32.8,157,0,A,N36900
32.8,157,0,A,N36901
32.8,157,0,A,N36905
32.8,157,0,A,N36906
32.8,157,0,A,N36907
32.8,157,0,A,N36909
32.8,157,0,A,N36911
32.8,157,0,A,N36913
32.8,157,0,A,N36916
32.8,157,0,A,N36918
32.8,157,0,A,N36920
19.68,7,0,A,N36922
32.8,157,0,A,N36924
32.8,157,0,A,N36926
19.68,7,0,A,N36928
32.8,157,0,A,N36929
32.8,157,0,A,N36930
32.8,157,0,A,N36932
32.8,157,0,A,N36933
32.8,157,0,A,N36937
32.8,157,0,A,N36942
32.8,157,0,A,N36944
32.8,157,0,A,N36945
32.8,157,0,A,N36946
32.8,157,0,A,N36948
32.8,157,0,A,N36950
19.68,7,0,A,N36951
19.68,7,0,A,N36953
32.8,157,0,A,N36954
32.8,157,0,A,N36955
32.8,157,0,A,N36956
32.8,157,0,A,N36957
32.8,157,0,A,N36959
32.8,157,0,A,N36960
32.8,157,0,A,N36963
32.8,157,0,A,N36964
32.8,157,0,A,N36965
32.8,157,0,A,N36969
19.68,7,0,A,N36970
19.68,7,0,A,N36972
32.8,157,0,A,N36973
32.8,157,0,A,N36977
32.8,157,0,A,N36978
32.8,157,0,A,N36980
32.8,157,0,A,N36981
19.68,7,0,A,N36982
19.68,7,0,A,N36983
19.68,7,0,A,N36984
19.68,7,0,A,N36987
32.8,157,0,A,N36989
32.8,157,0,A,N36991
32.8,157,0,A,N36992
19.68,7,0,A,N37001
32.8,157,0,A,N37002
32.8,157,0,A,N37006
32.8,157,0,A,N37008
32.8,157,0,A,N37011
32.8,157,0,A,N37012
32.8,157,0,A,N37013
32.8,157,0,A,N37015
19.68,7,0,A,N37017
32.8,157,0,A,N37018
32.8,157,0,A,N37019
19.68,7,0,A,N37020
19.68,7,0,A,N37021
32.8,157,0,A,N37023
32.8,157,0,A,N37024
32.8,157,0,A,N37025
32.8,157,0,A,N37026
19.68,7,0,A,N37028
19.68,7,0,A,N37030
32.8,157,0,A,N37032
32.8,157,0,A,N37033
32.8,157,0,A,N37036
19.68,7,0,A,N37037
32.8,157,0,A,N37043
32.8,157,0,A,N37044
32.8,157,0,A,N37048
32.8,157,0,A,N37049
19.68,7,0,A,N37050
19.68,7,0,A,N37051
32.8,157,0,A,N37052
32.8,157,0,A,N37055
32.8,157,0,A,N37059
32.8,157,0,A,N37060
19.68,7,0,A,N37062
39.35,7,0,A,N37063
32.8,157,0,A,N37064
32.8,157,0,A,N37068
32.8,157,0,A,N37069
32.8,157,0,A,N37070
19.68,7,0,A,N37071
19.68,7,0,A,N37072
19.68,7,0,A,N37073
32.8,157,0,A,N37076
32.8,157,0,A,N37079
32.8,157,0,A,N37080
32.8,157,0,A,N37082
32.8,157,0,A,N37083
32.8,157,0,A,N37087
32.8,157,0,A,N37088
32.8,157,0,A,N37089
32.8,157,0,A,N37091
32.8,157,0,A,N37092
32.8,157,0,A,N37098
19.68,7,0,A,N37100
32.8,157,0,A,N37102
19.68,7,0,A,N37103
32.8,157,0,A,N37104
32.8,157,0,A,N37105
32.8,157,0,A,N37106
32.8,157,0,A,N37108
39.35,7,0,A,N37110
32.8,157,0,A,N37114
32.8,157,0,A,N37115
32.8,157,0,A,N37118
19.68,7,0,A,N37119
32.8,157,0,A,N37120
32.8,157,0,A,N37121
19.68,7,0,A,N37123
32.8,157,0,A,N37125
32.8,157,0,A,N37126
32.8,157,0,A,N37128
32.8,157,0,A,N37130
32.8,157,0,A,N37131
19.68,7,0,A,N37134
32.8,157,0,A,N37136
32.8,157,0,A,N37141
19.68,7,0,A,N37144
32.8,157,0,A,N37146
32.8,157,0,A,N37148
32.8,157,0,A,N37153
19.68,7,0,A,N37154
32.8,157,0,A,N37158
32.8,157,0,A,N37160
32.8,157,0,A,N37161
32.8,157,0,A,N37162
32.8,157,0,A,N37163
32.8,157,0,A,N37164
32.8,157,0,A,N37165
39.35,7,0,A,N37166
19.68,7,0,A,N37167
19.68,7,0,A,N37168
32.8,157,0,A,N37170
32.8,157,0,A,N37175
19.68,7,0,A,N37177
19.68,7,0,A,N37179
19.68,7,0,A,N37180
19.68,7,0,A,N37181
32.8,157,0,A,N37182
32.8,157,0,A,N37184
19.68,7,0,A,N37185
19.68,7,0,A,N37188
19.68,7,0,A,N37189
32.8,157,0,A,N37192
32.8,157,0,A,N37196
32.8,157,0,A,N37198
19.68,7,0,A,N37199
19.68,7,0,A,N37200
32.8,157,0,A,N37202
32.8,157,0,A,N37203
32.8,157,0,A,N37204
32.8,157,0,A,N37206
32.8,157,0,A,N37208
32.8,157,0,A,N37210
19.68,7,0,A,N37213
19.68,7,0,A,N37214
19.68,7,0,A,N37222
32.8,157,0,A,N37224
32.8,157,0,A,N37225
32.8,158,0,A,N37226
32.8,157,0,A,N37227
32.8,157,0,A,N37228
32.8,157,0,A,N37229
32.8,157,0,A,N37230
32.8,157,0,A,N37231
32.8,157,0,A,N37232
32.8,157,0,A,N37234
32.8,157,0,A,N37235
32.8,157,0,A,N37236
19.68,7,0,A,N37238
32.8,157,0,A,N37239
32.8,157,0,A,N37240
32.8,157,0,A,N37241
32.8,157,0,A,N37242
32.8,157,0,A,N37244
32.8,157,0,A,N37246
32.8,157,0,A,N37250
32.8,157,0,A,N37251
32.8,157,0,A,N37252
32.8,157,0,A,N37254
32.8,157,0,A,N37257
19.68,7,0,A,N37258
32.8,157,0,A,N37259
32.8,157,0,A,N37260
32.8,157,0,A,N37261
32.8,157,0,A,N37262
32.8,157,0,A,N37263
32.8,157,0,A,N37265
32.8,157,0,A,N37267
32.8,157,0,A,N37268
32.8,158,0,A,N37269
32.8,157,0,A,N37270
32.8,157,0,A,N37272
19.68,7,0,A,N37274
32.8,157,0,A,N37276
32.8,157,0,A,N37278
19.68,7,0,A,N37281
32.8,157,0,A,N37285
32.8,157,0,A,N37291
32.8,157,0,A,N37294
32.8,157,0,A,N37295
32.8,157,0,A,N37296
19.68,7,0,A,N37297
32.8,157,0,A,N37299
19.68,7,0,A,N37300
32.8,157,0,A,N37301
32.8,157,0,A,N37302
32.8,157,0,A,N37303
32.8,157,0,A,N37304
32.8,157,0,A,N37305
32.8,157,0,A,N37306
32.8,157,0,A,N37308
19.68,7,0,A,N37309
32.8,157,0,A,N37310
32.8,157,0,A,N37311
19.68,7,0,A,N37312
32.8,157,0,A,N37313
32.8,157,0,A,N37316
19.68,7,0,A,N37317
19.68,7,0,A,N37318
32.8,157,0,A,N37320
32.8,157,0,A,N37321
19.68,7,0,A,N37322
19.68,7,0,A,N37323
19.68,7,0,A,N37324
32.8,157,0,A,N37326
32.8,157,0,A,N37328
32.8,157,0,A,N37329
32.8,157,0,A,N37331
32.8,157,0,A,N37332
32.8,157,0,A,N37334
32.8,157,0,A,N37335
32.8,157,0,A,N37336
32.8,158,0,A,N37337
32.8,157,0,A,N37338
32.8,157,0,A,N37341
32.8,157,0,A,N37342
39.35,7,0,A,N37344
19.68,7,0,A,N37345
19.68,7,0,A,N37346
32.8,157,0,A,N37350
32.8,157,0,A,N37351
32.8,157,0,A,N37353
32.8,157,0,A,N37354
32.8,157,0,A,N37356
32.8,157,0,A,N37357
32.8,157,0,A,N37360
32.8,157,0,A,N37361
19.68,7,0,A,N37362
19.68,7,0,A,N37363
19.68,7,0,A,N37364
32.8,157,0,A,N37366
32.8,157,0,A,N37368
32.8,157,0,A,N37369
32.8,157,0,A,N37370
32.8,157,0,A,N37371
32.8,157,0,A,N37375
19.68,7,0,A,N37376
19.68,7,0,A,N37377
19.68,7,0,A,N37378
32.8,157,0,A,N37379
32.8,157,0,A,N37381
32.8,157,0,A,N37386
32.8,157,0,A,N37387
32.8,157,0,A,N37388
32.8,157,0,A,N37389
32.8,157,0,A,N37393
32.8,157,0,A,N37394
19.68,7,0,A,N37396
32.8,157,0,A,N37397
32.8,157,0,A,N37400
32.8,157,0,A,N37401
32.8,157,0,A,N37402
32.8,157,0,A,N37405
32.8,157,0,A,N37407
32.8,157,0,A,N37408
32.8,157,0,A,N37411
32.8,157,0,A,N37416
32.8,157,0,A,N37417
32.8,157,0,A,N37418
19.68,7,0,A,N37422
32.8,157,0,A,N37423
32.8,157,0,A,N37424
32.8,157,0,A,N37427
32.8,157,0,A,N37430
32.8,157,0,A,N37431
32.8,157,0,A,N37432
19.68,7,0,A,N37434
19.68,7,0,A,N37435
32.8,157,0,A,N37436
32.8,157,0,A,N37438
32.8,157,0,A,N37442
32.8,157,0,A,N37445
32.8,157,0,A,N37447
19.68,7,0,A,N37451
32.8,157,0,A,N37453
32.8,157,0,A,N37455
32.8,157,0,A,N37458
32.8,157,0,A,N37461
32.8,157,0,A,N37465
32.8,157,0,A,N37466
32.8,157,0,A,N37467
32.8,157,0,A,N37469
32.8,157,0,A,N37470
32.8,158,0,A,N37473
32.8,157,0,A,N37474
32.8,157,0,A,N37476
32.8,157,0,A,N37478
32.8,157,0,A,N37480
32.8,157,0,A,N37481
32.8,157,0,A,N37483
32.8,157,0,A,N37484
32.8,157,0,A,N37488
32.8,157,0,A,N37489
19.68,7,0,A,N37490
19.68,7,0,A,N37491
19.68,7,0,A,N37492
32.8,157,0,A,N37493
32.8,157,0,A,N37494
32.8,157,0,A,N37495
32.8,157,0,A,N37497
32.8,157,0,A,N37500
32.8,157,0,A,N37501
32.8,157,0,A,N37504
19.68,7,0,A,N37505
32.8,157,0,A,N37506
19.68,7,0,A,N37507
32.8,157,0,A,N37508
32.8,157,0,A,N37509
19.68,7,0,A,N37510
32.8,157,0,A,N37512
32.8,157,0,A,N37513
32.8,157,0,A,N37515
32.8,157,0,A,N37517
32.8,157,0,A,N37520
32.8,157,0,A,N37521
32.8,157,0,A,N37522
32.8,157,0,A,N37523
32.8,157,0,A,N37524
32.8,157,0,A,N37525
32.8,157,0,A,N37526
32.8,157,0,A,N37527
32.8,157,0,A,N37529
32.8,157,0,A,N37533
19.68,7,0,A,N37535
19.68,7,0,A,N37537
19.68,7,0,A,N37538
32.8,157,0,A,N37539
