,AMOUNT_REQ,CASE_ID,time:timestamp,Categorical
2591,10000,182873,2011-11-07 16:56:01.654000+01:00,Placeholder
2592,5000,182876,2011-11-07 16:58:31.351000+01:00,Placeholder
2593,5500,182879,2011-11-07 17:18:21.010000+01:00,Placeholder
2594,20000,182882,2011-11-07 17:22:03.553000+01:00,Placeholder
2595,31612,182885,2011-11-07 17:23:21.325000+01:00,Placeholder
2596,8300,182888,2011-11-07 17:28:37.212000+01:00,Placeholder
2597,7500,182891,2011-11-07 17:31:09.818000+01:00,Placeholder
2598,10000,182897,2011-11-07 18:14:09.723000+01:00,Placeholder
2599,30000,182900,2011-11-07 18:22:00.232000+01:00,Placeholder
2600,7000,182906,2011-11-07 18:29:44.209000+01:00,Placeholder
2601,5000,182909,2011-11-07 18:31:27.728000+01:00,Placeholder
2602,8000,182912,2011-11-07 18:53:38.751000+01:00,Placeholder
2603,4500,182915,2011-11-07 19:25:27.299000+01:00,Placeholder
2604,3000,182918,2011-11-07 19:26:09.067000+01:00,Placeholder
2605,40000,182921,2011-11-07 19:32:19.608000+01:00,Placeholder
2606,5000,182924,2011-11-07 19:32:26.916000+01:00,Placeholder
2607,20000,182930,2011-11-07 20:15:38.261000+01:00,Placeholder
2608,10000,182933,2011-11-07 20:19:04.818000+01:00,Placeholder
2609,17500,182939,2011-11-07 20:21:52.123000+01:00,Placeholder
2610,7000,182942,2011-11-07 20:28:50.328000+01:00,Placeholder
2611,5000,182945,2011-11-07 20:29:56.506000+01:00,Placeholder
2612,10000,182948,2011-11-07 20:46:16.065000+01:00,Placeholder
2613,4000,182951,2011-11-07 20:58:15.989000+01:00,Placeholder
2614,10000,182954,2011-11-07 21:01:50.154000+01:00,Placeholder
2615,10000,182957,2011-11-07 21:02:15.925000+01:00,Placeholder
2616,11000,182960,2011-11-07 21:16:42.528000+01:00,Placeholder
2617,12000,182963,2011-11-07 21:26:56.849000+01:00,Placeholder
2618,75000,182966,2011-11-07 21:34:32.126000+01:00,Placeholder
2619,10000,182969,2011-11-07 21:35:59.877000+01:00,Placeholder
2620,13500,182972,2011-11-07 21:50:04.594000+01:00,Placeholder
2621,10000,182975,2011-11-07 21:51:30.440000+01:00,Placeholder
2622,3000,182978,2011-11-07 21:53:16.986000+01:00,Placeholder
2623,20000,182981,2011-11-07 21:53:55.717000+01:00,Placeholder
2624,8000,182984,2011-11-07 21:57:44.195000+01:00,Placeholder
2625,15000,182987,2011-11-07 22:00:36.164000+01:00,Placeholder
2626,5000,182990,2011-11-07 22:30:36.030000+01:00,Placeholder
2627,20000,182993,2011-11-07 22:36:18.221000+01:00,Placeholder
2628,7000,182996,2011-11-07 22:44:28.208000+01:00,Placeholder
2629,5000,182999,2011-11-07 22:51:52.740000+01:00,Placeholder
2630,50000,183002,2011-11-07 23:41:10.295000+01:00,Placeholder
2631,5000,183008,2011-11-08 00:56:20.956000+01:00,Placeholder
2632,7000,183011,2011-11-08 04:21:26.339000+01:00,Placeholder
2633,10000,183019,2011-11-08 09:00:38.428000+01:00,Placeholder
2634,5000,183025,2011-11-08 09:48:33.818000+01:00,Placeholder
2635,7000,183028,2011-11-08 09:55:27.174000+01:00,Placeholder
2636,34000,183031,2011-11-08 10:58:06.365000+01:00,Placeholder
2637,10000,183034,2011-11-08 11:06:02.057000+01:00,Placeholder
2638,20000,183037,2011-11-08 11:20:52.966000+01:00,Placeholder
2639,40000,183040,2011-11-08 11:41:54.043000+01:00,Placeholder
2640,45000,183043,2011-11-08 12:09:00.425000+01:00,Placeholder
2641,7000,183046,2011-11-08 12:12:44.677000+01:00,Placeholder
2642,20000,183049,2011-11-08 12:41:43.499000+01:00,Placeholder
2643,25000,183052,2011-11-08 12:43:05.779000+01:00,Placeholder
2644,4000,183055,2011-11-08 12:52:08.159000+01:00,Placeholder
2645,25000,183058,2011-11-08 13:02:53.932000+01:00,Placeholder
2646,20000,183061,2011-11-08 13:09:05.285000+01:00,Placeholder
2647,10000,183064,2011-11-08 13:10:03.811000+01:00,Placeholder
2648,2000,183067,2011-11-08 13:11:50.915000+01:00,Placeholder
2649,5000,183070,2011-11-08 13:22:36.213000+01:00,Placeholder
2650,6000,183073,2011-11-08 13:25:13.034000+01:00,Placeholder
2651,5000,183076,2011-11-08 13:33:47.857000+01:00,Placeholder
2652,25000,183079,2011-11-08 13:39:13.814000+01:00,Placeholder
2653,20000,183082,2011-11-08 13:40:48.548000+01:00,Placeholder
2654,29500,183088,2011-11-08 13:56:32.619000+01:00,Placeholder
2655,10000,183091,2011-11-08 14:36:36.054000+01:00,Placeholder
2656,4500,183097,2011-11-08 14:38:39.052000+01:00,Placeholder
2657,10000,183100,2011-11-08 14:42:54.094000+01:00,Placeholder
2658,6000,183103,2011-11-08 14:43:21.272000+01:00,Placeholder
2659,5000,183106,2011-11-08 14:43:23.734000+01:00,Placeholder
2660,3500,183109,2011-11-08 14:43:25.798000+01:00,Placeholder
2661,3000,183112,2011-11-08 14:49:40.565000+01:00,Placeholder
2662,40000,183115,2011-11-08 14:52:32.660000+01:00,Placeholder
2663,35000,183118,2011-11-08 14:53:37.132000+01:00,Placeholder
2664,42500,183121,2011-11-08 14:59:08.820000+01:00,Placeholder
2665,1000,183124,2011-11-08 15:05:22.840000+01:00,Placeholder
2666,8000,183127,2011-11-08 15:16:56.165000+01:00,Placeholder
2667,15000,183130,2011-11-08 15:22:59.768000+01:00,Placeholder
2668,10000,183133,2011-11-08 15:31:34.745000+01:00,Placeholder
2669,5000,183136,2011-11-08 15:33:52.997000+01:00,Placeholder
2670,13500,183139,2011-11-08 15:34:01.443000+01:00,Placeholder
2671,45000,183145,2011-11-08 15:40:17.728000+01:00,Placeholder
2672,2000,183148,2011-11-08 15:43:03.351000+01:00,Placeholder
2673,50000,183151,2011-11-08 15:55:10.869000+01:00,Placeholder
2674,30000,183154,2011-11-08 16:05:19.571000+01:00,Placeholder
2675,500,183157,2011-11-08 16:16:28.484000+01:00,Placeholder
2676,5000,183163,2011-11-08 16:20:44.260000+01:00,Placeholder
2677,23000,183166,2011-11-08 16:25:27.948000+01:00,Placeholder
2678,6000,183169,2011-11-08 16:26:30.033000+01:00,Placeholder
2679,15000,183172,2011-11-08 16:32:00.527000+01:00,Placeholder
2680,5000,183178,2011-11-08 17:03:47.561000+01:00,Placeholder
2681,5000,183184,2011-11-08 17:27:20.402000+01:00,Placeholder
2682,15000,183187,2011-11-08 17:28:48.831000+01:00,Placeholder
2683,8000,183190,2011-11-08 17:30:00.557000+01:00,Placeholder
2684,2000,183193,2011-11-08 17:32:18.349000+01:00,Placeholder
2685,15000,183196,2011-11-08 18:06:17.821000+01:00,Placeholder
2686,5000,183199,2011-11-08 18:10:24.869000+01:00,Placeholder
2687,12500,183202,2011-11-08 18:14:47.504000+01:00,Placeholder
2688,6500,183205,2011-11-08 18:24:14.838000+01:00,Placeholder
2689,7500,183208,2011-11-08 18:27:31.124000+01:00,Placeholder
2690,25000,183211,2011-11-08 18:35:47.258000+01:00,Placeholder
2691,20000,183214,2011-11-08 18:36:20.489000+01:00,Placeholder
2692,5000,183217,2011-11-08 18:52:38.953000+01:00,Placeholder
2693,11000,183226,2011-11-08 19:13:03.476000+01:00,Placeholder
2694,1000,183229,2011-11-08 19:14:01.277000+01:00,Placeholder
2695,8000,183232,2011-11-08 19:19:37.776000+01:00,Placeholder
2696,29000,183235,2011-11-08 19:19:44.213000+01:00,Placeholder
2697,5000,183241,2011-11-08 19:59:04.857000+01:00,Placeholder
2698,17000,183244,2011-11-08 20:00:15.886000+01:00,Placeholder
2699,17500,183250,2011-11-08 20:39:04.579000+01:00,Placeholder
2700,2500,183253,2011-11-08 20:41:44.550000+01:00,Placeholder
2701,15000,183256,2011-11-08 20:43:51.920000+01:00,Placeholder
2702,7000,183259,2011-11-08 20:55:09.412000+01:00,Placeholder
2703,3000,183262,2011-11-08 20:56:01.859000+01:00,Placeholder
2704,15000,183265,2011-11-08 20:57:29.327000+01:00,Placeholder
2705,6000,183268,2011-11-08 21:12:48.667000+01:00,Placeholder
2706,10000,183271,2011-11-08 21:21:24.534000+01:00,Placeholder
2707,4000,183274,2011-11-08 21:29:53.247000+01:00,Placeholder
2708,5000,183277,2011-11-08 21:34:11.476000+01:00,Placeholder
2709,12850,183280,2011-11-08 21:40:40.282000+01:00,Placeholder
2710,7000,183283,2011-11-08 21:41:20.999000+01:00,Placeholder
2711,10000,183286,2011-11-08 21:41:41.886000+01:00,Placeholder
2712,10000,183289,2011-11-08 21:53:12.152000+01:00,Placeholder
2713,10000,183292,2011-11-08 21:59:29.313000+01:00,Placeholder
2714,12000,183299,2011-11-08 22:37:47.352000+01:00,Placeholder
2715,14000,183302,2011-11-08 22:49:46.195000+01:00,Placeholder
2716,14000,183305,2011-11-08 22:55:46.166000+01:00,Placeholder
2717,6000,183308,2011-11-08 23:15:52.338000+01:00,Placeholder
2718,43500,183311,2011-11-09 00:10:36.220000+01:00,Placeholder
2719,15000,183314,2011-11-09 01:28:05.319000+01:00,Placeholder
2720,5000,183317,2011-11-09 01:50:03.432000+01:00,Placeholder
2721,10000,183320,2011-11-09 04:22:33.050000+01:00,Placeholder
2722,32000,183339,2011-11-09 06:47:58.753000+01:00,Placeholder
2723,5000,183342,2011-11-09 07:49:00.733000+01:00,Placeholder
2724,5000,183345,2011-11-09 07:52:38.409000+01:00,Placeholder
2725,50000,183348,2011-11-09 08:38:43.258000+01:00,Placeholder
2726,10000,183351,2011-11-09 09:38:12.927000+01:00,Placeholder
2727,10000,183354,2011-11-09 09:40:06.553000+01:00,Placeholder
2728,15000,183357,2011-11-09 09:47:02.790000+01:00,Placeholder
2729,4000,183360,2011-11-09 09:51:38.382000+01:00,Placeholder
2730,9372,183363,2011-11-09 10:07:02.598000+01:00,Placeholder
2731,32000,183366,2011-11-09 10:17:46.331000+01:00,Placeholder
2732,6000,183369,2011-11-09 10:21:48.633000+01:00,Placeholder
2733,5000,183372,2011-11-09 10:22:11.547000+01:00,Placeholder
2734,2500,183375,2011-11-09 10:29:12.846000+01:00,Placeholder
2735,15000,183378,2011-11-09 10:34:00.987000+01:00,Placeholder
2736,3500,183381,2011-11-09 10:54:00.163000+01:00,Placeholder
2737,6000,183384,2011-11-09 11:06:26.897000+01:00,Placeholder
2738,5000,183387,2011-11-09 11:16:44.292000+01:00,Placeholder
2739,10000,183390,2011-11-09 11:17:11.291000+01:00,Placeholder
2740,5000,183396,2011-11-09 11:42:16.895000+01:00,Placeholder
2741,3000,183399,2011-11-09 11:51:12.698000+01:00,Placeholder
2742,3000,183402,2011-11-09 11:54:25.742000+01:00,Placeholder
2743,20000,183408,2011-11-09 12:13:53.269000+01:00,Placeholder
2744,2500,183411,2011-11-09 12:15:57.371000+01:00,Placeholder
2745,15500,183414,2011-11-09 12:19:40.450000+01:00,Placeholder
2746,8000,183417,2011-11-09 12:35:07.520000+01:00,Placeholder
2747,5000,183420,2011-11-09 12:35:55.148000+01:00,Placeholder
2748,25000,183423,2011-11-09 12:36:13.192000+01:00,Placeholder
2749,15000,183426,2011-11-09 12:44:42.501000+01:00,Placeholder
2750,8000,183429,2011-11-09 12:58:39.670000+01:00,Placeholder
2751,20000,183432,2011-11-09 13:17:58.051000+01:00,Placeholder
2752,90000,183435,2011-11-09 13:23:26.795000+01:00,Placeholder
2753,29000,183438,2011-11-09 13:26:10.801000+01:00,Placeholder
2754,20000,183441,2011-11-09 13:29:47.711000+01:00,Placeholder
2755,25612,183444,2011-11-09 13:31:53.635000+01:00,Placeholder
2756,5000,183447,2011-11-09 13:43:19.495000+01:00,Placeholder
2757,10000,183450,2011-11-09 13:58:03.777000+01:00,Placeholder
2758,6000,183453,2011-11-09 14:00:20.374000+01:00,Placeholder
2759,3000,183456,2011-11-09 14:06:52.039000+01:00,Placeholder
2760,40000,183459,2011-11-09 14:15:46.029000+01:00,Placeholder
2761,34110,183462,2011-11-09 14:17:02.154000+01:00,Placeholder
2762,6000,183465,2011-11-09 14:25:10.564000+01:00,Placeholder
2763,11000,183468,2011-11-09 14:30:30.820000+01:00,Placeholder
2764,50000,183474,2011-11-09 14:49:51.269000+01:00,Placeholder
2765,6500,183477,2011-11-09 14:53:19.694000+01:00,Placeholder
2766,42000,183480,2011-11-09 14:53:38.017000+01:00,Placeholder
2767,7500,183483,2011-11-09 15:11:47.598000+01:00,Placeholder
2768,25000,183486,2011-11-09 15:16:11.974000+01:00,Placeholder
2769,22500,183492,2011-11-09 15:29:57.964000+01:00,Placeholder
2770,20000,183498,2011-11-09 15:44:22.983000+01:00,Placeholder
2771,5000,183501,2011-11-09 15:45:31.173000+01:00,Placeholder
2772,48287,183504,2011-11-09 15:51:01.164000+01:00,Placeholder
2773,35000,183507,2011-11-09 16:05:54.203000+01:00,Placeholder
2774,10000,183513,2011-11-09 16:12:35.159000+01:00,Placeholder
2775,3000,183516,2011-11-09 16:13:23.419000+01:00,Placeholder
2776,16250,183519,2011-11-09 16:24:17.914000+01:00,Placeholder
2777,35000,183522,2011-11-09 16:47:13.316000+01:00,Placeholder
2778,25000,183525,2011-11-09 16:58:04.762000+01:00,Placeholder
2779,6000,183531,2011-11-09 17:22:19.040000+01:00,Placeholder
2780,2000,183534,2011-11-09 17:46:46.504000+01:00,Placeholder
2781,40000,183537,2011-11-09 18:03:28.457000+01:00,Placeholder
2782,5000,183540,2011-11-09 18:11:06.541000+01:00,Placeholder
2783,10000,183546,2011-11-09 18:15:13.764000+01:00,Placeholder
2784,11000,183549,2011-11-09 18:16:07.597000+01:00,Placeholder
2785,7000,183552,2011-11-09 18:34:37.130000+01:00,Placeholder
2786,6000,183555,2011-11-09 18:47:53.731000+01:00,Placeholder
2787,2000,183561,2011-11-09 18:58:17.442000+01:00,Placeholder
2788,10000,183567,2011-11-09 19:23:54.378000+01:00,Placeholder
2789,13000,183570,2011-11-09 19:33:58.639000+01:00,Placeholder
2790,2000,183573,2011-11-09 19:42:25.986000+01:00,Placeholder
2791,99999,183576,2011-11-09 19:47:51.883000+01:00,Placeholder
2792,10000,183579,2011-11-09 19:51:02.095000+01:00,Placeholder
2793,12500,183582,2011-11-09 20:04:08.419000+01:00,Placeholder
2794,15000,183585,2011-11-09 20:18:57.396000+01:00,Placeholder
2795,5000,183591,2011-11-09 20:24:14.652000+01:00,Placeholder
2796,4000,183597,2011-11-09 20:45:22.010000+01:00,Placeholder
2797,15000,183600,2011-11-09 21:00:54.182000+01:00,Placeholder
2798,20000,183603,2011-11-09 21:13:52.207000+01:00,Placeholder
2799,10000,183609,2011-11-09 21:43:02.603000+01:00,Placeholder
2800,75000,183612,2011-11-09 21:54:32.856000+01:00,Placeholder
2801,50000,183619,2011-11-09 22:04:29.897000+01:00,Placeholder
2802,5000,183625,2011-11-09 22:38:13.782000+01:00,Placeholder
2803,6700,183628,2011-11-09 22:39:57.812000+01:00,Placeholder
2804,30000,183631,2011-11-09 22:44:11.769000+01:00,Placeholder
2805,15000,183634,2011-11-09 22:50:57.189000+01:00,Placeholder
2806,7000,183637,2011-11-09 22:55:02.282000+01:00,Placeholder
2807,25000,183640,2011-11-09 22:58:51.857000+01:00,Placeholder
2808,5000,183643,2011-11-09 23:09:20.565000+01:00,Placeholder
2809,1000,183646,2011-11-09 23:13:59.228000+01:00,Placeholder
2810,10000,183649,2011-11-09 23:17:34.107000+01:00,Placeholder
2811,5000,183652,2011-11-10 00:28:13.545000+01:00,Placeholder
2812,16000,183655,2011-11-10 00:32:28.153000+01:00,Placeholder
2813,2000,183658,2011-11-10 01:30:06.529000+01:00,Placeholder
2814,23000,183661,2011-11-10 03:58:31.205000+01:00,Placeholder
2815,7500,183682,2011-11-10 07:35:00.242000+01:00,Placeholder
2816,1500,183685,2011-11-10 08:06:44.594000+01:00,Placeholder
2817,5500,183688,2011-11-10 08:42:56.909000+01:00,Placeholder
2818,7500,183691,2011-11-10 09:03:05.857000+01:00,Placeholder
2819,5000,183694,2011-11-10 09:04:21.555000+01:00,Placeholder
2820,4000,183697,2011-11-10 09:26:41.822000+01:00,Placeholder
2821,9800,183700,2011-11-10 09:35:47.620000+01:00,Placeholder
2822,6000,183703,2011-11-10 09:36:18.655000+01:00,Placeholder
2823,25000,183706,2011-11-10 09:40:55.647000+01:00,Placeholder
2824,8500,183709,2011-11-10 09:43:36.094000+01:00,Placeholder
2825,20000,183712,2011-11-10 09:46:06.794000+01:00,Placeholder
2826,10000,183715,2011-11-10 09:51:48.948000+01:00,Placeholder
2827,11000,183718,2011-11-10 10:05:03.357000+01:00,Placeholder
2828,15000,183724,2011-11-10 10:17:00.930000+01:00,Placeholder
2829,3000,183727,2011-11-10 10:20:09.337000+01:00,Placeholder
2830,29250,183730,2011-11-10 10:20:31.924000+01:00,Placeholder
2831,19000,183733,2011-11-10 10:27:46.923000+01:00,Placeholder
2832,27500,183736,2011-11-10 10:32:57.915000+01:00,Placeholder
2833,5000,183739,2011-11-10 10:35:14.042000+01:00,Placeholder
2834,3000,183742,2011-11-10 10:35:25.789000+01:00,Placeholder
2835,20000,183745,2011-11-10 10:47:02.848000+01:00,Placeholder
2836,4000,183748,2011-11-10 10:49:54.464000+01:00,Placeholder
2837,10000,183751,2011-11-10 10:50:07.351000+01:00,Placeholder
2838,10000,183754,2011-11-10 10:50:46.654000+01:00,Placeholder
2839,30000,183757,2011-11-10 10:53:03.319000+01:00,Placeholder
2840,5000,183760,2011-11-10 11:00:21.637000+01:00,Placeholder
2841,7000,183763,2011-11-10 11:04:03.330000+01:00,Placeholder
2842,5000,183766,2011-11-10 11:14:23.299000+01:00,Placeholder
2843,65000,183769,2011-11-10 11:39:44.395000+01:00,Placeholder
2844,1500,183772,2011-11-10 11:47:42.029000+01:00,Placeholder
2845,10000,183775,2011-11-10 11:53:17.599000+01:00,Placeholder
2846,7500,183778,2011-11-10 11:53:57.030000+01:00,Placeholder
2847,15000,183781,2011-11-10 11:54:48.445000+01:00,Placeholder
2848,15000,183784,2011-11-10 12:07:00.283000+01:00,Placeholder
2849,2500,183787,2011-11-10 12:08:27.350000+01:00,Placeholder
2850,7000,183790,2011-11-10 12:09:21.736000+01:00,Placeholder
2851,15000,183793,2011-11-10 12:09:49.261000+01:00,Placeholder
2852,10000,183796,2011-11-10 12:10:53.433000+01:00,Placeholder
2853,25000,183799,2011-11-10 12:46:58.280000+01:00,Placeholder
2854,2000,183802,2011-11-10 12:59:59.513000+01:00,Placeholder
2855,9900,183805,2011-11-10 13:02:19.067000+01:00,Placeholder
2856,8000,183808,2011-11-10 13:05:49.732000+01:00,Placeholder
2857,7500,183811,2011-11-10 13:06:19.906000+01:00,Placeholder
2858,250,183814,2011-11-10 13:11:36.479000+01:00,Placeholder
2859,5000,183817,2011-11-10 13:12:17.177000+01:00,Placeholder
2860,6000,183820,2011-11-10 13:13:05.210000+01:00,Placeholder
2861,2500,183823,2011-11-10 13:13:23.795000+01:00,Placeholder
2862,10000,183826,2011-11-10 13:13:52.409000+01:00,Placeholder
2863,5000,183829,2011-11-10 13:14:40.328000+01:00,Placeholder
2864,5000,183832,2011-11-10 13:14:49.377000+01:00,Placeholder
2865,15000,183835,2011-11-10 13:15:06.952000+01:00,Placeholder
2866,4000,183838,2011-11-10 13:15:41.720000+01:00,Placeholder
2867,3000,183841,2011-11-10 13:15:45.806000+01:00,Placeholder
2868,27000,183844,2011-11-10 13:20:31.873000+01:00,Placeholder
2869,35000,183847,2011-11-10 13:20:58.422000+01:00,Placeholder
2870,30000,183850,2011-11-10 13:21:08.516000+01:00,Placeholder
2871,19000,183853,2011-11-10 13:21:24.993000+01:00,Placeholder
2872,50000,183856,2011-11-10 13:23:14.089000+01:00,Placeholder
2873,5000,183859,2011-11-10 13:23:19.849000+01:00,Placeholder
2874,20000,183862,2011-11-10 13:24:02.189000+01:00,Placeholder
2875,1000,183865,2011-11-10 13:25:51.962000+01:00,Placeholder
2876,2000,183868,2011-11-10 13:27:01.915000+01:00,Placeholder
2877,5000,183871,2011-11-10 13:27:34.109000+01:00,Placeholder
2878,3000,183874,2011-11-10 13:29:44.250000+01:00,Placeholder
2879,30000,183877,2011-11-10 13:29:51.410000+01:00,Placeholder
2880,10250,183880,2011-11-10 13:38:21.663000+01:00,Placeholder
2881,3000,183883,2011-11-10 13:39:04.123000+01:00,Placeholder
2882,20000,183886,2011-11-10 13:40:01.567000+01:00,Placeholder
2883,4500,183889,2011-11-10 13:42:03.228000+01:00,Placeholder
2884,14000,183892,2011-11-10 13:46:36.971000+01:00,Placeholder
2885,4000,183895,2011-11-10 13:47:59.565000+01:00,Placeholder
2886,3500,183898,2011-11-10 13:48:31.588000+01:00,Placeholder
2887,5000,183901,2011-11-10 13:48:51.260000+01:00,Placeholder
2888,5000,183904,2011-11-10 13:50:21.573000+01:00,Placeholder
2889,1000,183907,2011-11-10 13:52:06.786000+01:00,Placeholder
2890,4000,183910,2011-11-10 13:52:38.759000+01:00,Placeholder
2891,40000,183913,2011-11-10 13:54:14.825000+01:00,Placeholder
2892,500,183919,2011-11-10 13:54:47.018000+01:00,Placeholder
2893,16000,183922,2011-11-10 13:54:50.540000+01:00,Placeholder
2894,3000,183925,2011-11-10 13:56:00.959000+01:00,Placeholder
2895,5000,183928,2011-11-10 13:58:16.289000+01:00,Placeholder
2896,23000,183931,2011-11-10 13:58:51.214000+01:00,Placeholder
2897,2500,183934,2011-11-10 14:00:20.931000+01:00,Placeholder
2898,2500,183937,2011-11-10 14:01:40.368000+01:00,Placeholder
2899,16500,183940,2011-11-10 14:01:53.013000+01:00,Placeholder
2900,15000,183943,2011-11-10 14:02:25+01:00,Placeholder
2901,1000,183946,2011-11-10 14:03:35.842000+01:00,Placeholder
2902,2000,183949,2011-11-10 14:08:42.674000+01:00,Placeholder
2903,5000,183952,2011-11-10 14:11:05.895000+01:00,Placeholder
2904,5500,183955,2011-11-10 14:13:53.713000+01:00,Placeholder
2905,3000,183958,2011-11-10 14:18:48.553000+01:00,Placeholder
2906,10000,183961,2011-11-10 14:23:26.444000+01:00,Placeholder
2907,650,183964,2011-11-10 14:28:23.763000+01:00,Placeholder
2908,8000,183967,2011-11-10 14:28:29.405000+01:00,Placeholder
2909,40000,183970,2011-11-10 14:28:29.955000+01:00,Placeholder
2910,10000,183973,2011-11-10 14:30:13.149000+01:00,Placeholder
2911,20000,183976,2011-11-10 14:33:02.677000+01:00,Placeholder
2912,3000,183979,2011-11-10 14:33:52.426000+01:00,Placeholder
2913,7500,183982,2011-11-10 14:36:12.354000+01:00,Placeholder
2914,5000,183985,2011-11-10 14:40:09.579000+01:00,Placeholder
2915,10000,183988,2011-11-10 14:40:35.061000+01:00,Placeholder
2916,15000,183991,2011-11-10 14:42:17.340000+01:00,Placeholder
2917,6000,183997,2011-11-10 14:43:30.608000+01:00,Placeholder
2918,14000,184000,2011-11-10 14:43:48.345000+01:00,Placeholder
2919,5000,184003,2011-11-10 14:46:42.081000+01:00,Placeholder
2920,10000,184006,2011-11-10 14:48:16.932000+01:00,Placeholder
2921,15000,184009,2011-11-10 14:49:13.029000+01:00,Placeholder
2922,10000,184012,2011-11-10 14:55:54.232000+01:00,Placeholder
2923,500,184015,2011-11-10 15:02:43.827000+01:00,Placeholder
2924,25000,184018,2011-11-10 15:03:33.176000+01:00,Placeholder
2925,5000,184021,2011-11-10 15:08:01.127000+01:00,Placeholder
2926,5000,184024,2011-11-10 15:09:20.277000+01:00,Placeholder
2927,1000,184027,2011-11-10 15:11:45.746000+01:00,Placeholder
2928,5000,184030,2011-11-10 15:14:02.057000+01:00,Placeholder
2929,10000,184033,2011-11-10 15:17:35.291000+01:00,Placeholder
2930,4500,184036,2011-11-10 15:19:03.357000+01:00,Placeholder
2931,15000,184039,2011-11-10 15:22:40.959000+01:00,Placeholder
2932,2500,184042,2011-11-10 15:23:25.569000+01:00,Placeholder
2933,3000,184045,2011-11-10 15:25:29.635000+01:00,Placeholder
2934,25000,184048,2011-11-10 15:27:17.485000+01:00,Placeholder
2935,42000,184051,2011-11-10 15:34:03.259000+01:00,Placeholder
2936,7500,184054,2011-11-10 15:37:08.611000+01:00,Placeholder
2937,500,184060,2011-11-10 15:40:45.908000+01:00,Placeholder
2938,25000,184063,2011-11-10 15:44:44.066000+01:00,Placeholder
2939,4000,184066,2011-11-10 15:50:19.059000+01:00,Placeholder
2940,5000,184069,2011-11-10 15:54:46.708000+01:00,Placeholder
2941,5000,184072,2011-11-10 15:57:16.259000+01:00,Placeholder
2942,1000,184075,2011-11-10 15:58:09.339000+01:00,Placeholder
2943,25000,184078,2011-11-10 15:59:48.690000+01:00,Placeholder
2944,80000,184081,2011-11-10 16:03:01.623000+01:00,Placeholder
2945,6500,184084,2011-11-10 16:09:48.250000+01:00,Placeholder
2946,10000,184090,2011-11-10 16:11:15.427000+01:00,Placeholder
2947,25000,184093,2011-11-10 16:16:48.131000+01:00,Placeholder
2948,5000,184096,2011-11-10 16:17:52.573000+01:00,Placeholder
2949,17000,184099,2011-11-10 16:21:42.922000+01:00,Placeholder
2950,7500,184102,2011-11-10 16:23:18.654000+01:00,Placeholder
2951,10000,184105,2011-11-10 16:23:52.357000+01:00,Placeholder
2952,3000,184108,2011-11-10 16:25:07.158000+01:00,Placeholder
2953,1000,184111,2011-11-10 16:26:28.303000+01:00,Placeholder
2954,15000,184114,2011-11-10 16:28:01.321000+01:00,Placeholder
2955,600,184117,2011-11-10 16:31:49.434000+01:00,Placeholder
2956,2600,184120,2011-11-10 16:33:56.280000+01:00,Placeholder
2957,17000,184123,2011-11-10 16:36:32.438000+01:00,Placeholder
2958,5000,184126,2011-11-10 16:47:25.434000+01:00,Placeholder
2959,15000,184129,2011-11-10 16:51:36.042000+01:00,Placeholder
2960,50000,184132,2011-11-10 16:52:01.908000+01:00,Placeholder
2961,10000,184135,2011-11-10 16:55:57.875000+01:00,Placeholder
2962,15000,184138,2011-11-10 16:59:38.572000+01:00,Placeholder
2963,500,184141,2011-11-10 17:11:50.796000+01:00,Placeholder
2964,18000,184144,2011-11-10 17:17:14.962000+01:00,Placeholder
2965,4000,184147,2011-11-10 17:17:52.188000+01:00,Placeholder
2966,2500,184150,2011-11-10 17:18:57.676000+01:00,Placeholder
2967,20000,184153,2011-11-10 17:19:01.893000+01:00,Placeholder
2968,10000,184156,2011-11-10 17:22:18.391000+01:00,Placeholder
2969,30000,184159,2011-11-10 17:26:43.011000+01:00,Placeholder
2970,7000,184162,2011-11-10 17:31:20.593000+01:00,Placeholder
2971,7250,184165,2011-11-10 17:36:41.017000+01:00,Placeholder
2972,25000,184168,2011-11-10 17:37:05.951000+01:00,Placeholder
2973,5000,184171,2011-11-10 17:37:46.407000+01:00,Placeholder
2974,5000,184174,2011-11-10 17:38:19.973000+01:00,Placeholder
2975,21122,184177,2011-11-10 17:38:38.269000+01:00,Placeholder
2976,1500,184183,2011-11-10 17:46:02.845000+01:00,Placeholder
2977,10000,184186,2011-11-10 17:46:33.693000+01:00,Placeholder
2978,23000,184189,2011-11-10 17:49:08.944000+01:00,Placeholder
2979,5000,184192,2011-11-10 17:49:21.008000+01:00,Placeholder
2980,1000,184195,2011-11-10 17:53:02.481000+01:00,Placeholder
2981,5000,184198,2011-11-10 18:01:06.582000+01:00,Placeholder
2982,5000,184201,2011-11-10 18:03:12.727000+01:00,Placeholder
2983,5000,184204,2011-11-10 18:20:15.320000+01:00,Placeholder
2984,1000,184207,2011-11-10 18:23:47.157000+01:00,Placeholder
2985,10000,184210,2011-11-10 18:33:28.341000+01:00,Placeholder
2986,7500,184213,2011-11-10 18:38:12.362000+01:00,Placeholder
2987,15000,184216,2011-11-10 18:38:13.423000+01:00,Placeholder
2988,42000,184219,2011-11-10 18:41:05.061000+01:00,Placeholder
2989,20000,184222,2011-11-10 18:59:30.136000+01:00,Placeholder
