RequestedAmount,LoanGoal,ApplicationType,CASE_ID,time:timestamp
10000.0,Car,New credit,739068789,2016-04-15 18:55:37.690000+00:00
5000.0,Car,New credit,995108241,2016-04-15 19:53:44.478000+00:00
13500.0,Existing loan takeover,New credit,492167121,2016-04-15 20:34:03.829000+00:00
6000.0,Car,New credit,295611064,2016-04-15 21:03:19.563000+00:00
10000.0,"Other, see explanation",New credit,1378181595,2016-04-15 21:34:24.892000+00:00
5000.0,Car,New credit,1423179503,2016-04-16 01:30:20.371000+00:00
5000.0,Car,New credit,1832777563,2016-04-16 06:20:54.555000+00:00
15000.0,Home improvement,Limit raise,1594604497,2016-04-16 08:06:17.635000+00:00
0.0,Unknown,New credit,663509716,2016-04-16 08:13:44.189000+00:00
10000.0,Car,New credit,1684765256,2016-04-16 09:13:33.212000+00:00
5000.0,Car,New credit,1254912353,2016-04-16 09:23:24.269000+00:00
10000.0,Car,New credit,1470544727,2016-04-16 09:38:58.696000+00:00
13000.0,Home improvement,Limit raise,74019915,2016-04-16 09:49:04.956000+00:00
0.0,Unknown,New credit,1107645559,2016-04-16 09:52:16.280000+00:00
18000.0,Car,New credit,673882381,2016-04-16 10:10:52.613000+00:00
5000.0,Car,New credit,998359209,2016-04-16 10:14:30.071000+00:00
6000.0,Home improvement,New credit,965570149,2016-04-16 10:25:18.856000+00:00
20000.0,Car,New credit,1112965894,2016-04-16 10:30:28.579000+00:00
20000.0,Motorcycle,Limit raise,733973796,2016-04-16 10:38:09.567000+00:00
0.0,Unknown,New credit,39557309,2016-04-16 10:44:45.989000+00:00
6500.0,Car,New credit,461433493,2016-04-16 11:44:41.079000+00:00
10000.0,Not speficied,New credit,2112558697,2016-04-16 11:50:08.727000+00:00
5000.0,"Other, see explanation",New credit,1219757665,2016-04-16 11:55:12.573000+00:00
5000.0,Motorcycle,New credit,971189992,2016-04-16 12:00:14.894000+00:00
20000.0,Home improvement,New credit,1858734311,2016-04-16 12:57:39.205000+00:00
15000.0,Car,New credit,1682343473,2016-04-16 12:59:38.628000+00:00
25000.0,"Other, see explanation",New credit,2006679388,2016-04-16 12:59:49.481000+00:00
5000.0,Car,New credit,1174477922,2016-04-16 13:37:01.857000+00:00
12000.0,Motorcycle,Limit raise,1184508004,2016-04-16 13:39:18.489000+00:00
15000.0,Car,New credit,1542532082,2016-04-16 13:44:18.685000+00:00
5000.0,Car,New credit,2036941452,2016-04-16 14:27:53.123000+00:00
17000.0,Existing loan takeover,New credit,1039026518,2016-04-16 14:35:39.771000+00:00
17000.0,Car,New credit,958747063,2016-04-16 14:45:00.748000+00:00
10000.0,Car,New credit,1447281344,2016-04-16 16:03:54.814000+00:00
10000.0,Home improvement,New credit,1111943292,2016-04-16 16:26:20.394000+00:00
6000.0,Car,New credit,1493535339,2016-04-16 18:30:28.347000+00:00
6000.0,Home improvement,New credit,1735687320,2016-04-16 20:17:51.271000+00:00
6000.0,Car,New credit,1261786871,2016-04-16 21:22:31.453000+00:00
7500.0,Existing loan takeover,New credit,901395603,2016-04-17 06:53:15.606000+00:00
5000.0,Car,New credit,1296612303,2016-04-17 06:53:49.116000+00:00
15000.0,Car,New credit,1536735951,2016-04-17 07:10:19.785000+00:00
37500.0,Not speficied,New credit,359493774,2016-04-17 07:15:53.484000+00:00
10000.0,Home improvement,New credit,540532886,2016-04-17 08:30:46.763000+00:00
15000.0,Home improvement,New credit,721951115,2016-04-17 08:40:27.896000+00:00
7500.0,"Other, see explanation",New credit,534797744,2016-04-17 09:10:37.484000+00:00
15000.0,"Other, see explanation",New credit,1491111026,2016-04-17 09:27:49.871000+00:00
8000.0,Car,New credit,1267773007,2016-04-17 09:50:46.013000+00:00
15000.0,Car,New credit,327285663,2016-04-17 10:32:29.448000+00:00
10000.0,Home improvement,New credit,40264254,2016-04-17 10:47:05.980000+00:00
15000.0,Existing loan takeover,New credit,675216512,2016-04-17 11:00:35.487000+00:00
5000.0,Car,New credit,355753971,2016-04-17 12:10:28.833000+00:00
6000.0,Car,New credit,538426732,2016-04-17 13:01:22.171000+00:00
50000.0,Home improvement,New credit,1054123329,2016-04-17 13:14:38.272000+00:00
22000.0,Car,New credit,1114695992,2016-04-17 14:36:46.537000+00:00
30000.0,"Other, see explanation",New credit,1919229803,2016-04-17 15:27:44.970000+00:00
7000.0,Extra spending limit,New credit,1270605163,2016-04-17 15:39:00.457000+00:00
5000.0,Car,New credit,946187831,2016-04-17 15:44:36.894000+00:00
5000.0,Car,New credit,1021352275,2016-04-17 17:36:51.281000+00:00
10000.0,Car,New credit,534062346,2016-04-17 18:02:51.369000+00:00
12500.0,Home improvement,New credit,143534656,2016-04-17 20:32:28.770000+00:00
5000.0,Existing loan takeover,New credit,1005851562,2016-04-18 02:17:25.149000+00:00
13000.0,Home improvement,New credit,2025233353,2016-04-18 06:11:36.166000+00:00
17000.0,Existing loan takeover,New credit,566214233,2016-04-18 07:07:25.307000+00:00
0.0,Unknown,Limit raise,604309304,2016-04-18 07:13:00.943000+00:00
0.0,"Other, see explanation",Limit raise,1802665233,2016-04-18 07:16:33.169000+00:00
0.0,Car,Limit raise,362897253,2016-04-18 07:19:10.791000+00:00
25000.0,"Other, see explanation",Limit raise,729416061,2016-04-18 07:25:02.661000+00:00
0.0,Unknown,New credit,353956804,2016-04-18 07:31:47.826000+00:00
12000.0,Unknown,New credit,568782776,2016-04-18 07:32:33.199000+00:00
15000.0,Home improvement,New credit,1134360767,2016-04-18 07:33:54.842000+00:00
50000.0,"Other, see explanation",Limit raise,1868077545,2016-04-18 07:35:17.173000+00:00
0.0,Unknown,New credit,1766152305,2016-04-18 07:36:59.021000+00:00
0.0,Existing loan takeover,Limit raise,2119982642,2016-04-18 07:48:08.498000+00:00
8800.0,Car,New credit,1960262358,2016-04-18 07:50:44.764000+00:00
0.0,"Other, see explanation",Limit raise,168202441,2016-04-18 07:53:17.144000+00:00
50000.0,Existing loan takeover,New credit,1301985765,2016-04-18 07:59:51.275000+00:00
0.0,Unknown,Limit raise,909055350,2016-04-18 08:04:10.551000+00:00
6000.0,Car,New credit,1540197814,2016-04-18 08:06:20.254000+00:00
30000.0,Car,Limit raise,1990094966,2016-04-18 08:09:44.564000+00:00
0.0,Car,Limit raise,86883097,2016-04-18 08:11:12.161000+00:00
10000.0,Car,New credit,1673592870,2016-04-18 08:13:00.022000+00:00
10000.0,Car,New credit,1998015552,2016-04-18 08:13:23.210000+00:00
7000.0,"Other, see explanation",New credit,1161456272,2016-04-18 08:19:39.451000+00:00
0.0,Unknown,Limit raise,2140388661,2016-04-18 08:30:17.271000+00:00
5000.0,Home improvement,New credit,2043291307,2016-04-18 08:45:51.166000+00:00
15000.0,Remaining debt home,New credit,968309729,2016-04-18 08:55:44.476000+00:00
10000.0,Home improvement,Limit raise,1183157329,2016-04-18 09:00:40.732000+00:00
12000.0,Existing loan takeover,New credit,286126823,2016-04-18 09:07:11.381000+00:00
0.0,Unknown,New credit,602769573,2016-04-18 09:08:55.611000+00:00
40000.0,Home improvement,Limit raise,832038276,2016-04-18 09:29:13.122000+00:00
5000.0,Home improvement,New credit,1586046404,2016-04-18 09:33:37.595000+00:00
25000.0,Home improvement,New credit,1157012064,2016-04-18 09:42:14.370000+00:00
5000.0,Home improvement,New credit,187384136,2016-04-18 09:46:59.736000+00:00
22000.0,Home improvement,Limit raise,1364855059,2016-04-18 10:01:42.062000+00:00
15000.0,Home improvement,New credit,1954531111,2016-04-18 10:12:48.268000+00:00
5000.0,Car,New credit,530296368,2016-04-18 10:20:00.162000+00:00
16000.0,Home improvement,New credit,923339711,2016-04-18 10:24:27.351000+00:00
0.0,Unknown,New credit,905247137,2016-04-18 10:59:55.276000+00:00
5000.0,Not speficied,New credit,208781012,2016-04-18 11:00:08.099000+00:00
5000.0,Car,New credit,906739624,2016-04-18 11:03:17.778000+00:00
5000.0,Car,New credit,685498203,2016-04-18 11:03:55.770000+00:00
30000.0,Home improvement,Limit raise,523386037,2016-04-18 11:08:37.910000+00:00
8500.0,Home improvement,Limit raise,881572284,2016-04-18 11:10:39.418000+00:00
8000.0,Home improvement,New credit,1907209625,2016-04-18 11:14:43.673000+00:00
0.0,Home improvement,New credit,1279393962,2016-04-18 11:19:42.283000+00:00
5000.0,Existing loan takeover,New credit,2113358372,2016-04-18 11:24:07.994000+00:00
0.0,Existing loan takeover,New credit,1959110535,2016-04-18 12:11:39.176000+00:00
7500.0,Existing loan takeover,New credit,1643137872,2016-04-18 12:14:29.830000+00:00
25000.0,Existing loan takeover,New credit,931073033,2016-04-18 12:20:10.729000+00:00
50000.0,Home improvement,New credit,1305315187,2016-04-18 12:40:12.561000+00:00
0.0,Unknown,New credit,543876854,2016-04-18 12:40:28.386000+00:00
17000.0,Car,Limit raise,1913477338,2016-04-18 12:46:09.610000+00:00
5000.0,Not speficied,New credit,894107411,2016-04-18 13:08:30.744000+00:00
12500.0,Car,New credit,32786477,2016-04-18 13:21:26.231000+00:00
25000.0,Home improvement,New credit,1875704008,2016-04-18 13:32:54.266000+00:00
25000.0,Existing loan takeover,New credit,2069444852,2016-04-18 13:35:40.514000+00:00
8000.0,"Other, see explanation",New credit,1750378228,2016-04-18 13:46:48.501000+00:00
12000.0,Car,New credit,709511992,2016-04-18 14:03:30.146000+00:00
10000.0,Home improvement,Limit raise,1425530881,2016-04-18 14:06:58.039000+00:00
12500.0,"Other, see explanation",New credit,1457615368,2016-04-18 14:27:01.597000+00:00
0.0,Unknown,New credit,1781258952,2016-04-18 14:41:50.275000+00:00
11000.0,Existing loan takeover,New credit,536468780,2016-04-18 15:17:47.376000+00:00
30000.0,"Other, see explanation",New credit,1905977428,2016-04-18 15:20:30.966000+00:00
6000.0,Car,New credit,1960836326,2016-04-18 15:28:14.543000+00:00
50000.0,Existing loan takeover,New credit,385998076,2016-04-18 15:41:46.301000+00:00
10500.0,Car,New credit,20649913,2016-04-18 15:42:33.131000+00:00
10000.0,Home improvement,New credit,176559974,2016-04-18 15:52:19.858000+00:00
5000.0,Car,New credit,1253470806,2016-04-18 16:04:04.849000+00:00
5000.0,Car,New credit,1611965107,2016-04-18 16:05:05.928000+00:00
8000.0,Car,New credit,1134065139,2016-04-18 16:13:12.264000+00:00
16000.0,Extra spending limit,Limit raise,843361393,2016-04-18 16:27:57.140000+00:00
15000.0,Home improvement,New credit,554743765,2016-04-18 16:30:51.750000+00:00
6000.0,Car,New credit,869796961,2016-04-18 16:32:11.921000+00:00
20000.0,Car,New credit,1952941154,2016-04-18 16:37:08.456000+00:00
7500.0,Existing loan takeover,New credit,449608596,2016-04-18 16:44:50.112000+00:00
20000.0,Home improvement,New credit,580307478,2016-04-18 16:58:43.392000+00:00
20000.0,"Other, see explanation",New credit,1987666009,2016-04-18 17:15:06.547000+00:00
11000.0,"Other, see explanation",New credit,1024938160,2016-04-18 17:20:35.373000+00:00
0.0,Unknown,New credit,228640189,2016-04-18 17:23:53.718000+00:00
5000.0,"Other, see explanation",New credit,1593442109,2016-04-18 17:38:18.747000+00:00
15000.0,Car,New credit,1627096390,2016-04-18 17:45:05.832000+00:00
10000.0,Existing loan takeover,New credit,873674872,2016-04-18 17:49:19.535000+00:00
6000.0,Car,New credit,2090661780,2016-04-18 17:50:04.377000+00:00
15000.0,Home improvement,New credit,1523893963,2016-04-18 18:00:37.406000+00:00
50000.0,Existing loan takeover,New credit,508279232,2016-04-18 18:38:31.006000+00:00
13395.0,Car,New credit,1171086227,2016-04-18 18:53:17.399000+00:00
15000.0,Existing loan takeover,New credit,1770473621,2016-04-18 18:57:51.984000+00:00
15000.0,Car,New credit,2054021729,2016-04-18 19:38:03.454000+00:00
15000.0,"Other, see explanation",New credit,213383484,2016-04-18 19:38:44.541000+00:00
6000.0,Existing loan takeover,New credit,1692296795,2016-04-18 20:13:20.010000+00:00
11000.0,Home improvement,New credit,1738715863,2016-04-18 20:31:53.515000+00:00
5500.0,Car,New credit,1095501101,2016-04-18 20:47:26.880000+00:00
6000.0,Car,New credit,336634819,2016-04-18 21:52:07.381000+00:00
5000.0,Car,New credit,40148503,2016-04-19 01:23:24.193000+00:00
10000.0,Car,New credit,1623887627,2016-04-19 06:27:54.182000+00:00
15000.0,Existing loan takeover,Limit raise,659400659,2016-04-19 07:00:41.122000+00:00
10000.0,Car,New credit,400176211,2016-04-19 07:13:04.764000+00:00
0.0,Unknown,New credit,298469665,2016-04-19 07:21:31.692000+00:00
10000.0,Existing loan takeover,New credit,660516532,2016-04-19 07:56:06.754000+00:00
7500.0,Home improvement,New credit,1868990454,2016-04-19 08:02:02.499000+00:00
0.0,Home improvement,New credit,984757556,2016-04-19 08:08:34.444000+00:00
0.0,Unknown,New credit,600117178,2016-04-19 08:42:51.567000+00:00
8000.0,Car,New credit,823890883,2016-04-19 08:47:43.725000+00:00
0.0,Unknown,New credit,2061000389,2016-04-19 08:56:51.602000+00:00
30000.0,Home improvement,New credit,1939512267,2016-04-19 09:06:45.457000+00:00
8000.0,Car,New credit,1606544626,2016-04-19 09:11:55.481000+00:00
5000.0,Car,New credit,1176638275,2016-04-19 09:23:22.898000+00:00
22500.0,Home improvement,New credit,1938519387,2016-04-19 09:33:19.363000+00:00
5000.0,Car,New credit,1053676106,2016-04-19 09:42:04.764000+00:00
10000.0,"Other, see explanation",New credit,1399619108,2016-04-19 09:53:56.284000+00:00
13000.0,Existing loan takeover,New credit,318274594,2016-04-19 10:12:57.866000+00:00
7500.0,Existing loan takeover,New credit,1048045767,2016-04-19 10:25:19.105000+00:00
0.0,Unknown,New credit,466602755,2016-04-19 10:30:22.814000+00:00
10000.0,Home improvement,New credit,1667028841,2016-04-19 10:48:06.574000+00:00
12500.0,Home improvement,New credit,142929015,2016-04-19 10:49:05.723000+00:00
15000.0,"Other, see explanation",New credit,2008470209,2016-04-19 10:49:30.895000+00:00
15000.0,Home improvement,New credit,1032955206,2016-04-19 10:52:01.190000+00:00
5000.0,Car,New credit,400038312,2016-04-19 11:34:11.641000+00:00
0.0,Unknown,New credit,1154815190,2016-04-19 11:36:32.993000+00:00
5000.0,Car,New credit,2092883533,2016-04-19 11:52:00.173000+00:00
6000.0,Car,New credit,294803851,2016-04-19 12:23:57.098000+00:00
5000.0,"Other, see explanation",New credit,1376818993,2016-04-19 12:28:03.037000+00:00
6000.0,"Other, see explanation",New credit,520825110,2016-04-19 12:42:07.605000+00:00
5000.0,Home improvement,New credit,2135909273,2016-04-19 13:00:06.184000+00:00
10000.0,Car,New credit,1912761593,2016-04-19 13:20:16.596000+00:00
15000.0,Car,New credit,1419455511,2016-04-19 13:22:12.265000+00:00
5000.0,Car,New credit,630629354,2016-04-19 13:25:01.836000+00:00
0.0,Home improvement,New credit,937571262,2016-04-19 13:28:31.555000+00:00
8000.0,Existing loan takeover,New credit,1958831651,2016-04-19 13:41:37.841000+00:00
15000.0,Extra spending limit,New credit,626295325,2016-04-19 14:08:43.946000+00:00
30000.0,Home improvement,New credit,1259118075,2016-04-19 14:31:02.852000+00:00
0.0,Home improvement,Limit raise,1383165296,2016-04-19 14:34:39.841000+00:00
10000.0,"Other, see explanation",New credit,191519525,2016-04-19 14:53:14.981000+00:00
11500.0,Car,New credit,568783276,2016-04-19 15:07:50.028000+00:00
11000.0,"Other, see explanation",New credit,1850500494,2016-04-19 15:13:26.112000+00:00
45000.0,Home improvement,Limit raise,632531275,2016-04-19 15:30:22.499000+00:00
10000.0,Car,New credit,564813562,2016-04-19 16:10:37.933000+00:00
25500.0,Remaining debt home,New credit,820627854,2016-04-19 16:25:04.547000+00:00
12500.0,Remaining debt home,New credit,1313580625,2016-04-19 16:26:47.630000+00:00
10000.0,Car,New credit,1706143492,2016-04-19 17:03:51.314000+00:00
5000.0,Car,New credit,2116724035,2016-04-19 17:10:45.405000+00:00
5000.0,Home improvement,New credit,1400388365,2016-04-19 17:23:04.785000+00:00
0.0,Unknown,New credit,676210555,2016-04-19 17:30:54.201000+00:00
19500.0,Existing loan takeover,New credit,1758409831,2016-04-19 17:42:54.671000+00:00
0.0,"Other, see explanation",New credit,1535071990,2016-04-19 17:46:00.617000+00:00
10000.0,"Other, see explanation",Limit raise,1542658403,2016-04-19 18:03:15.959000+00:00
10000.0,Home improvement,New credit,1357645890,2016-04-19 18:16:20.358000+00:00
5000.0,Home improvement,New credit,325616282,2016-04-19 18:24:56.590000+00:00
10000.0,Home improvement,New credit,175312132,2016-04-19 18:28:18.482000+00:00
7000.0,Motorcycle,New credit,2122458815,2016-04-19 18:38:20.695000+00:00
5000.0,Car,New credit,807076353,2016-04-19 18:44:19.009000+00:00
0.0,Home improvement,New credit,1122712310,2016-04-19 18:47:10.157000+00:00
13500.0,"Other, see explanation",Limit raise,1760873231,2016-04-19 18:56:31.876000+00:00
25000.0,Home improvement,New credit,310278545,2016-04-19 19:40:22.093000+00:00
5000.0,Tax payments,New credit,1395581586,2016-04-19 19:40:55.937000+00:00
5500.0,Car,New credit,1727743650,2016-04-19 20:10:01.037000+00:00
25000.0,Home improvement,New credit,1537769894,2016-04-19 20:10:12.432000+00:00
10000.0,Car,New credit,168107927,2016-04-19 20:24:59.319000+00:00
6000.0,Car,New credit,273628242,2016-04-19 20:30:09.584000+00:00
25000.0,Home improvement,New credit,1756929080,2016-04-19 20:34:21.415000+00:00
15000.0,Existing loan takeover,New credit,1124739874,2016-04-19 21:07:09.985000+00:00
7000.0,Car,New credit,1329377063,2016-04-19 21:12:46.709000+00:00
20000.0,Home improvement,New credit,1960905117,2016-04-19 21:18:25.454000+00:00
15000.0,Home improvement,New credit,254257564,2016-04-19 21:27:42.270000+00:00
5000.0,Car,New credit,64710253,2016-04-19 21:32:33.401000+00:00
50000.0,Home improvement,New credit,1198922871,2016-04-19 22:26:24.065000+00:00
5000.0,Extra spending limit,New credit,1924849407,2016-04-20 05:16:18.452000+00:00
5000.0,Car,New credit,1199283110,2016-04-20 06:28:28.709000+00:00
10000.0,"Other, see explanation",New credit,1655555273,2016-04-20 07:13:12.620000+00:00
25000.0,Unknown,Limit raise,256521072,2016-04-20 07:31:55.038000+00:00
20000.0,Car,New credit,569025669,2016-04-20 08:26:41.151000+00:00
12500.0,Existing loan takeover,New credit,2064405523,2016-04-20 08:27:19.886000+00:00
12000.0,Car,New credit,2014289827,2016-04-20 08:32:35.080000+00:00
0.0,Remaining debt home,New credit,1205576016,2016-04-20 08:46:34.916000+00:00
25000.0,Existing loan takeover,New credit,871251765,2016-04-20 08:46:46.568000+00:00
15000.0,Home improvement,New credit,1579770910,2016-04-20 09:05:27.933000+00:00
42500.0,Remaining debt home,New credit,234005368,2016-04-20 09:09:12.479000+00:00
15000.0,Existing loan takeover,New credit,882674833,2016-04-20 09:18:12.434000+00:00
10000.0,Home improvement,New credit,566858875,2016-04-20 09:27:57.861000+00:00
13300.0,Existing loan takeover,New credit,420412321,2016-04-20 10:02:55.389000+00:00
5000.0,Home improvement,New credit,1493395436,2016-04-20 10:13:38.833000+00:00
0.0,Unknown,New credit,308657238,2016-04-20 10:27:46.596000+00:00
20000.0,Home improvement,New credit,49420191,2016-04-20 10:31:17.813000+00:00
0.0,Unknown,New credit,1951490028,2016-04-20 10:35:11.178000+00:00
5000.0,Boat,New credit,236778269,2016-04-20 10:51:14.352000+00:00
8200.0,Home improvement,New credit,1889802022,2016-04-20 11:16:42.313000+00:00
0.0,Unknown,New credit,423652896,2016-04-20 12:12:28.745000+00:00
18000.0,Home improvement,Limit raise,75952218,2016-04-20 12:16:08.557000+00:00
20000.0,Existing loan takeover,Limit raise,1855989790,2016-04-20 12:19:09.712000+00:00
0.0,Unknown,New credit,1202256512,2016-04-20 12:29:41.999000+00:00
5000.0,Existing loan takeover,New credit,1942298533,2016-04-20 13:00:46.911000+00:00
33000.0,Existing loan takeover,New credit,644611961,2016-04-20 13:25:21.582000+00:00
50000.0,Not speficied,New credit,845271937,2016-04-20 13:33:07.063000+00:00
17500.0,Home improvement,New credit,1935361548,2016-04-20 13:40:39.885000+00:00
7000.0,Home improvement,New credit,475614797,2016-04-20 13:41:08.487000+00:00
26000.0,"Other, see explanation",New credit,1527603102,2016-04-20 13:57:03.299000+00:00
20000.0,"Other, see explanation",Limit raise,16782977,2016-04-20 14:05:31.294000+00:00
8000.0,Car,New credit,986254709,2016-04-20 14:28:58.024000+00:00
13000.0,Unknown,New credit,257445744,2016-04-20 14:29:21.208000+00:00
9000.0,Car,New credit,1732672908,2016-04-20 15:15:55.372000+00:00
5000.0,Car,New credit,663816412,2016-04-20 15:16:33.051000+00:00
10000.0,Not speficied,New credit,417337959,2016-04-20 15:19:51.898000+00:00
24200.0,Existing loan takeover,New credit,650392957,2016-04-20 15:29:44.354000+00:00
6000.0,Car,New credit,1522829850,2016-04-20 15:40:38.278000+00:00
15000.0,Car,New credit,1952441062,2016-04-20 16:17:44.513000+00:00
12000.0,Home improvement,New credit,2093784424,2016-04-20 16:21:24.632000+00:00
20000.0,Car,New credit,1315232040,2016-04-20 16:38:36.593000+00:00
16250.0,Car,New credit,641451451,2016-04-20 16:47:28.762000+00:00
12000.0,"Other, see explanation",Limit raise,990969583,2016-04-20 16:49:47.272000+00:00
10000.0,Car,New credit,492898986,2016-04-20 17:10:53.979000+00:00
21000.0,"Other, see explanation",New credit,1434743485,2016-04-20 17:39:29.590000+00:00
24000.0,Home improvement,New credit,1771397473,2016-04-20 18:00:57.200000+00:00
12500.0,Not speficied,New credit,1505581087,2016-04-20 18:56:23.433000+00:00
15000.0,Car,New credit,1224745064,2016-04-20 19:25:18.854000+00:00
15000.0,Existing loan takeover,New credit,2139135868,2016-04-20 19:26:22.593000+00:00
15000.0,Car,New credit,1782852189,2016-04-20 20:50:24.231000+00:00
6000.0,Home improvement,New credit,1254149154,2016-04-21 06:21:10.842000+00:00
7500.0,Car,New credit,221328619,2016-04-21 07:10:27.211000+00:00
7000.0,Car,New credit,1547270516,2016-04-21 07:35:37.059000+00:00
10000.0,Car,New credit,809541725,2016-04-21 07:42:07.004000+00:00
10000.0,Car,New credit,1223182695,2016-04-21 08:03:59.787000+00:00
10000.0,Remaining debt home,New credit,622290812,2016-04-21 08:30:38.922000+00:00
8000.0,Motorcycle,New credit,2084464663,2016-04-21 08:32:12.289000+00:00
15000.0,Car,New credit,1208437635,2016-04-21 09:28:25.878000+00:00
20000.0,Not speficied,New credit,1824816815,2016-04-21 10:08:00.273000+00:00
15000.0,Car,New credit,1046600653,2016-04-21 10:17:38.102000+00:00
40500.0,Unknown,Limit raise,1557898800,2016-04-21 10:19:00.067000+00:00
5000.0,Car,New credit,1117318846,2016-04-21 10:22:13.047000+00:00
15000.0,Car,New credit,394897414,2016-04-21 10:28:03.104000+00:00
30000.0,"Other, see explanation",New credit,1547279659,2016-04-21 10:45:46.834000+00:00
15000.0,Home improvement,New credit,1273479618,2016-04-21 11:06:58.792000+00:00
5000.0,Home improvement,New credit,607755160,2016-04-21 11:09:06.632000+00:00
34000.0,"Other, see explanation",New credit,1080753572,2016-04-21 11:17:41.492000+00:00
5000.0,Car,New credit,1946062291,2016-04-21 11:21:12.713000+00:00
20000.0,Remaining debt home,New credit,1322352973,2016-04-21 11:30:32.499000+00:00
52000.0,Unknown,New credit,181500436,2016-04-21 11:35:53.090000+00:00
10000.0,Car,New credit,1465213009,2016-04-21 11:53:39.996000+00:00
20000.0,Home improvement,New credit,1845151636,2016-04-21 12:36:09.886000+00:00
5000.0,Car,New credit,750189157,2016-04-21 12:37:53.993000+00:00
7000.0,Home improvement,New credit,1478822979,2016-04-21 12:50:56.417000+00:00
0.0,Unknown,New credit,2071760099,2016-04-21 13:11:37.504000+00:00
28000.0,Remaining debt home,New credit,1337363658,2016-04-21 13:25:16.293000+00:00
11000.0,Car,New credit,1253523196,2016-04-21 13:42:25.266000+00:00
40000.0,Home improvement,New credit,828132533,2016-04-21 13:45:41.232000+00:00
5000.0,Not speficied,New credit,145440019,2016-04-21 13:58:23.455000+00:00
7500.0,Car,New credit,304101828,2016-04-21 14:01:48.842000+00:00
20000.0,Remaining debt home,New credit,177045354,2016-04-21 14:02:55.026000+00:00
10000.0,Car,New credit,1126648416,2016-04-21 14:09:20.272000+00:00
5000.0,Car,New credit,43905728,2016-04-21 14:14:20.335000+00:00
3000.0,Existing loan takeover,New credit,1888004158,2016-04-21 14:59:01.137000+00:00
5000.0,Home improvement,New credit,321067655,2016-04-21 15:19:03.764000+00:00
10000.0,Home improvement,New credit,1323783779,2016-04-21 15:38:10.618000+00:00
15000.0,Car,New credit,2167227,2016-04-21 16:13:28.621000+00:00
19000.0,Home improvement,New credit,363074457,2016-04-21 16:52:41.030000+00:00
20000.0,Car,New credit,1437309510,2016-04-21 16:55:43.439000+00:00
15000.0,Car,New credit,1889359995,2016-04-21 17:27:35.713000+00:00
10000.0,Home improvement,New credit,675572085,2016-04-21 18:20:44.699000+00:00
15000.0,Home improvement,New credit,1262492653,2016-04-21 18:41:28.298000+00:00
5000.0,Car,New credit,1484220304,2016-04-21 19:11:38.736000+00:00
5000.0,Home improvement,New credit,66205282,2016-04-21 19:28:11.964000+00:00
12500.0,Home improvement,New credit,1264622220,2016-04-21 19:33:56.525000+00:00
12000.0,Caravan / Camper,New credit,1405013272,2016-04-21 19:42:18.157000+00:00
8000.0,Car,New credit,254989130,2016-04-21 20:02:03.937000+00:00
7000.0,Car,New credit,1729201387,2016-04-21 20:05:08.747000+00:00
15000.0,Car,New credit,1397232541,2016-04-21 20:32:22.894000+00:00
25000.0,Home improvement,New credit,102360332,2016-04-21 21:08:33.487000+00:00
16000.0,Existing loan takeover,New credit,964418796,2016-04-21 21:51:09.155000+00:00
10000.0,Home improvement,New credit,319949183,2016-04-21 22:02:42.277000+00:00
6100.0,Car,New credit,1794932218,2016-04-22 06:00:29.474000+00:00
5000.0,Car,New credit,352722960,2016-04-22 06:43:03.331000+00:00
5000.0,Car,New credit,594885183,2016-04-22 06:43:54.262000+00:00
6000.0,Car,New credit,535625534,2016-04-22 07:08:27.783000+00:00
10000.0,Home improvement,New credit,326560085,2016-04-22 07:22:24.381000+00:00
5000.0,Car,New credit,1767480349,2016-04-22 07:33:07.057000+00:00
10000.0,Not speficied,New credit,1118744495,2016-04-22 08:07:58.243000+00:00
15000.0,Existing loan takeover,Limit raise,1978317827,2016-04-22 08:44:39.056000+00:00
5000.0,Extra spending limit,New credit,468766949,2016-04-22 09:06:57.449000+00:00
0.0,Unknown,New credit,1064063552,2016-04-22 09:25:20.343000+00:00
18000.0,Home improvement,New credit,277574167,2016-04-22 09:31:55.989000+00:00
12500.0,Car,New credit,1020070367,2016-04-22 09:40:22.789000+00:00
15000.0,Car,New credit,1513225011,2016-04-22 09:42:07.983000+00:00
6400.0,Existing loan takeover,New credit,439116232,2016-04-22 09:43:58.265000+00:00
0.0,Unknown,New credit,1961238104,2016-04-22 10:50:16.926000+00:00
20000.0,Home improvement,New credit,686543746,2016-04-22 10:51:41.622000+00:00
7500.0,Not speficied,New credit,1132338600,2016-04-22 10:58:28.597000+00:00
10500.0,Unknown,Limit raise,1773724443,2016-04-22 11:13:58.731000+00:00
20000.0,Car,Limit raise,1129714601,2016-04-22 11:42:21.434000+00:00
17000.0,Existing loan takeover,Limit raise,1437146886,2016-04-22 11:44:47.013000+00:00
7000.0,Car,New credit,74288959,2016-04-22 11:46:32.640000+00:00
0.0,Unknown,New credit,656995606,2016-04-22 12:23:30.083000+00:00
10000.0,Home improvement,New credit,1157864970,2016-04-22 12:23:44.315000+00:00
30000.0,Home improvement,New credit,988915517,2016-04-22 12:27:27.943000+00:00
5000.0,Car,New credit,232305903,2016-04-22 12:52:26.976000+00:00
12000.0,Motorcycle,New credit,213975281,2016-04-22 12:57:20.246000+00:00
0.0,Car,New credit,850572981,2016-04-22 12:58:35.931000+00:00
